,loss,denormed_loss,r2,absolute_percentage_error,root_mse,absolute_error,squared_error
Mean,0.016530067753046752,289.1566680908203,0.9850704292899162,0.06721465289592743,15.595880508422852,9.529356002807617,289.15667724609375
Standard Deviation,0.016645699048419962,277.6278261355562,0.011859397723150191,0.021717248484492302,7.576706886291504,4.269598007202148,277.6278381347656
