,loss,denormed_loss,r2,absolute_percentage_error,root_mse,absolute_error,squared_error
Mean,0.017783520743250847,311.1495056152344,0.9839205142065557,0.07394250482320786,16.16449546813965,10.031079292297363,311.14947509765625
Standard Deviation,0.017534423476254602,292.8261601690849,0.012595700182868319,0.030107028782367706,7.894503593444824,4.863809108734131,292.8261413574219
