,loss,denormed_loss,r2,absolute_percentage_error,root_mse,absolute_error,squared_error
Mean,0.017904537077993155,314.3729949951172,0.9835610080540675,0.07698041200637817,16.420948028564453,10.174310684204102,314.37298583984375
Standard Deviation,0.016131855619064037,270.50833887240117,0.011889304296158176,0.025439217686653137,7.477090358734131,4.367273330688477,270.5083312988281
